attack_ledger,contexts,create_time,episode_id,first_attack_turn,first_ready_turn,first_shadow_turn,is_first_choice,is_first_offered,log_turns,min_overage,opening_basics,opening_dark_energy,opening_grim_ex,opening_hand,opening_impidimp,opening_morgrem,opening_rare_candy,opp_attacks,opp_bodies_left,opp_damage,opp_deck_left,opp_first_attack_turn,opp_grim_ko,opp_kos,opp_max_attack_damage,opp_mulligans,opp_one_shot_kos,opp_prize_left,opponent_family,opponent_hash,opponent_rating,opponent_submission,our_active_steps,our_attacks,our_bodies_left,our_damage,our_deck_left,our_draws,our_empty_actions,our_grim_ko,our_grim_one_shot,our_hand_left,our_ko_ledger,our_kos,our_max_attack_damage,our_mulligans,our_one_shot_kos,our_prize_left,our_rating,our_small_ko,our_turns,our_zero_damage_attacks,seat,statuses,turns,version,went_first,won
"[{""t"": 4, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 200, ""ko"": 1, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 270, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 50, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 280, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 936, ""card"": 647, ""dmg"": 90, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 280, ""ko"": 1, ""os"": 1}, {""t"": 13, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 280, ""ko"": 1, ""os"": 0}, {""t"": 15, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 120, ""ko"": 1, ""os"": 1}, {""t"": 17, ""by"": ""opp"", ""atk"": 479, ""card"": 345, ""dmg"": 240, ""ko"": 1, ""os"": 1}, {""t"": 19, ""by"": ""opp"", ""atk"": 148, ""card"": 117, ""dmg"": 140, ""ko"": 1, ""os"": 0}]","{""0"": 79, ""1"": 1, ""3"": 3, ""4"": 4, ""7"": 21, ""8"": 1, ""13"": 17, ""15"": 3, ""16"": 17, ""21"": 5, ""22"": 2, ""27"": 1, ""30"": 5, ""37"": 1, ""40"": 16, ""43"": 2}",2026-08-12T03:15:36.341805400Z,92183225,4,4,4,,False,19,592.4395059999998,1,0,1,112|1219|648|647|1182|1080|1227,0,1,0,7,1,1610,17,7,0,5,280,0,3,1,Kangaskhan / Crustle,e867da7ee803397c,975.1998,55437097,178,4,4,550,8,43,0,1,0,3,"[{""t"": 11, ""c"": 647, ""os"": true}, {""t"": 13, ""c"": 648, ""os"": false}, {""t"": 15, ""c"": 104, ""os"": true}, {""t"": 17, ""c"": 647, ""os"": true}, {""t"": 19, ""c"": 112, ""os"": false}]",3,210,0,0,1,1006.0279,4,9,0,1,DONE|DONE,19,v20,False,False
"[{""t"": 2, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 3, ""by"": ""opp"", ""atk"": 120, ""card"": 96, ""dmg"": 360, ""ko"": 1, ""os"": 1}, {""t"": 4, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 190, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""opp"", ""atk"": 120, ""card"": 96, ""dmg"": 490, ""ko"": 1, ""os"": 0}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 180, ""ko"": 1, ""os"": 0}]","{""0"": 23, ""1"": 1, ""2"": 1, ""4"": 2, ""5"": 2, ""7"": 8, ""21"": 6, ""22"": 2, ""37"": 1, ""38"": 1, ""43"": 2}",2026-08-12T03:19:36.582685Z,92184158,2,4,4,,False,6,597.041556,2,2,0,7|860|646|1086|1086|7|1259,1,0,0,2,0,850,42,3,0,2,490,1,1,3,Ogerpon,0dede7cb8026e473,921.3303,55366485,49,3,6,370,21,29,0,1,0,3,"[{""t"": 3, ""c"": 646, ""os"": true}, {""t"": 5, ""c"": 648, ""os"": false}]",1,190,0,0,6,996.2661,1,3,1,1,DONE|DONE,6,v20,False,True
"[{""t"": 2, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 3, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 200, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 250, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 400, ""ko"": 1, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 320, ""ko"": 1, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 400, ""ko"": 1, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 320, ""ko"": 1, ""os"": 0}]","{""0"": 30, ""1"": 1, ""4"": 3, ""7"": 10, ""13"": 2, ""15"": 2, ""16"": 2, ""21"": 4, ""22"": 2, ""40"": 2, ""43"": 2}",2026-08-12T03:23:36.214183200Z,92185044,2,6,6,,False,9,594.456952,1,0,0,1182|647|1152|1080|646|1227|1219,1,1,0,4,6,1090,17,3,0,4,320,0,2,2,Alakazam,cc38cb450b86770a,956.5632,55394655,60,3,3,800,29,20,0,2,0,4,"[{""t"": 3, ""c"": 646, ""os"": true}, {""t"": 5, ""c"": 646, ""os"": true}, {""t"": 7, ""c"": 648, ""os"": false}, {""t"": 9, ""c"": 648, ""os"": false}]",2,400,0,0,4,1002.6055,2,4,1,1,DONE|DONE,9,v20,False,False
"[{""t"": 4, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 10, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 41, ""1"": 1, ""3"": 2, ""4"": 2, ""7"": 11, ""13"": 11, ""15"": 3, ""16"": 11, ""21"": 2, ""22"": 1, ""37"": 1, ""40"": 11, ""41"": 1, ""43"": 1}",2026-08-12T03:27:36.377945200Z,92186042,5,5,5,0,True,11,593.346088999999,1,1,1,7|648|647|1152|1227|1219|860,0,1,0,4,3,840,18,4,1,2,210,0,1,3,Grimmsnarl (mirror),6ef5d9bc5407f2ae,965.6956,55441101,99,3,5,810,31,43,0,1,0,3,"[{""t"": 4, ""c"": 860, ""os"": true}, {""t"": 10, ""c"": 648, ""os"": false}]",4,390,1,1,1,992.8967,1,6,0,0,DONE|DONE,11,v20,True,True
"[{""t"": 2, ""by"": ""opp"", ""atk"": 242, ""card"": 183, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 4, ""by"": ""opp"", ""atk"": 213, ""card"": 163, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 4, ""by"": ""opp"", ""atk"": 188, ""card"": 163, ""dmg"": 330, ""ko"": 3, ""os"": 2}]","{""0"": 11, ""1"": 1, ""2"": 1, ""3"": 1, ""7"": 4, ""9"": 1, ""30"": 1, ""41"": 1}",2026-08-12T03:31:36.181623200Z,92187003,,,,0,True,4,598.138059,2,2,0,1097|860|1231|7|7|1122|646,1,0,0,3,5,330,35,2,0,3,330,0,2,4,other: Conkeldurr,cf84f522720e3610,1082.3332,55444252,21,0,0,0,42,9,0,0,0,3,"[{""t"": 4, ""c"": 112, ""os"": false}, {""t"": 4, ""c"": 104, ""os"": true}, {""t"": 4, ""c"": 647, ""os"": true}]",0,0,0,0,6,1000.1313,3,2,0,0,DONE|DONE,4,v20,True,False
"[{""t"": 2, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 3, ""by"": ""opp"", ""atk"": 62, ""card"": 58, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 4, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""opp"", ""atk"": 62, ""card"": 58, ""dmg"": 20, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 1}]","{""0"": 23, ""1"": 1, ""2"": 1, ""5"": 1, ""7"": 7, ""13"": 2, ""15"": 1, ""16"": 2, ""21"": 3, ""22"": 1, ""37"": 1, ""38"": 1, ""40"": 2, ""43"": 1}",2026-08-12T03:35:36.323190900Z,92187940,2,6,6,,False,6,596.1779640000002,2,1,0,646|1219|1137|647|860|1259|7,1,1,0,2,0,20,42,3,0,0,20,2,0,6,Kangaskhan / Crustle,06719550d979d46e,678.0833,54318477,47,3,6,210,25,28,0,0,0,5,[],2,210,1,1,5,994.5161,0,3,2,1,DONE|DONE,6,v20,False,True
"[{""t"": 5, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}]","{""0"": 34, ""1"": 1, ""3"": 1, ""4"": 2, ""5"": 1, ""7"": 11, ""13"": 3, ""15"": 2, ""16"": 3, ""21"": 2, ""22"": 1, ""30"": 1, ""40"": 3, ""43"": 1}",2026-08-12T03:39:37.525070Z,92188868,6,6,6,,False,11,595.5801749999998,1,1,0,1219|1152|104|1219|1259|646|7,1,0,0,4,6,1020,19,5,0,5,390,0,2,1,Grimmsnarl (mirror),9714ab5c3996f6cc,1037.4196,55407630,66,2,1,420,22,35,0,1,0,8,"[{""t"": 5, ""c"": 647, ""os"": true}, {""t"": 7, ""c"": 112, ""os"": false}, {""t"": 9, ""c"": 648, ""os"": false}, {""t"": 9, ""c"": 646, ""os"": false}, {""t"": 11, ""c"": 112, ""os"": true}]",0,210,1,0,6,995.9777,4,5,0,1,DONE|DONE,11,v20,False,False
"[{""t"": 14, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 250, ""ko"": 0, ""os"": 0}, {""t"": 15, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 400, ""ko"": 1, ""os"": 0}, {""t"": 16, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 260, ""ko"": 1, ""os"": 0}, {""t"": 17, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 240, ""ko"": 1, ""os"": 0}, {""t"": 18, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 250, ""ko"": 1, ""os"": 0}]","{""0"": 48, ""1"": 1, ""3"": 2, ""4"": 1, ""5"": 1, ""7"": 15, ""13"": 3, ""15"": 3, ""16"": 3, ""21"": 6, ""22"": 2, ""30"": 3, ""37"": 1, ""40"": 3, ""43"": 3}",2026-08-12T03:43:36.906355400Z,92189837,14,4,14,,False,19,593.6506579999997,1,0,1,1079|1122|1086|1182|1227|648|860,0,0,1,2,4,640,28,15,1,5,400,0,0,2,Grimmsnarl (mirror),9714ab5c3996f6cc,997.1513,55401396,95,3,3,760,17,29,0,1,0,7,"[{""t"": 13, ""c"": 112, ""os"": false}, {""t"": 15, ""c"": 112, ""os"": false}, {""t"": 15, ""c"": 112, ""os"": false}, {""t"": 17, ""c"": 112, ""os"": false}, {""t"": 19, ""c"": 648, ""os"": false}]",2,260,0,0,3,989.5328,4,9,0,1,DONE|DONE,19,v20,False,False
"[{""t"": 4, ""by"": ""opp"", ""atk"": 1226, ""card"": 849, ""dmg"": 160, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 1225, ""card"": 849, ""dmg"": 230, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 12, ""by"": ""opp"", ""atk"": 1225, ""card"": 849, ""dmg"": 230, ""ko"": 1, ""os"": 0}, {""t"": 13, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 14, ""by"": ""opp"", ""atk"": 1225, ""card"": 849, ""dmg"": 230, ""ko"": 1, ""os"": 1}, {""t"": 15, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 16, ""by"": ""opp"", ""atk"": 1225, ""card"": 849, ""dmg"": 230, ""ko"": 0, ""os"": 0}, {""t"": 17, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}]","{""0"": 51, ""1"": 1, ""2"": 1, ""3"": 2, ""4"": 3, ""5"": 1, ""7"": 17, ""13"": 4, ""15"": 7, ""16"": 4, ""21"": 6, ""22"": 2, ""27"": 1, ""30"": 2, ""38"": 1, ""40"": 4, ""41"": 1, ""43"": 3}",2026-08-12T03:47:36.500087400Z,92190746,5,5,5,0,True,17,592.6203420000002,2,2,0,7|104|112|1086|112|1152|7,0,0,0,5,2,1080,18,4,0,3,230,1,2,2,Mega Lopunny / Froslass,6fa64c0e3b2eb67c,959.133,55429290,111,7,4,1470,14,50,0,1,0,8,"[{""t"": 4, ""c"": 112, ""os"": true}, {""t"": 12, ""c"": 648, ""os"": false}, {""t"": 14, ""c"": 112, ""os"": true}]",3,210,0,1,1,982.3822,2,9,0,0,DONE|DONE,17,v20,True,True
"[{""t"": 7, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 300, ""ko"": 1, ""os"": 1}, {""t"": 9, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 80, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 80, ""ko"": 0, ""os"": 0}, {""t"": 13, ""by"": ""opp"", ""atk"": 1072, ""card"": 743, ""dmg"": 80, ""ko"": 0, ""os"": 0}, {""t"": 14, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}]","{""0"": 40, ""1"": 1, ""4"": 1, ""7"": 13, ""13"": 8, ""15"": 1, ""16"": 8, ""21"": 3, ""22"": 1, ""40"": 7, ""43"": 1}",2026-08-12T03:51:36.281365800Z,92191615,14,14,14,,False,15,593.8614290000004,1,1,0,1097|1152|646|1137|1259|1152|7,1,0,0,4,1,540,27,7,0,1,300,0,1,5,Alakazam,cc38cb450b86770a,921.9007,55287546,84,1,6,210,25,59,0,0,0,8,"[{""t"": 7, ""c"": 104, ""os"": true}]",4,210,4,1,1,988.9454,1,7,0,1,DONE|DONE,15,v20,False,True
"[{""t"": 4, ""by"": ""opp"", ""atk"": 1226, ""card"": 849, ""dmg"": 170, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""opp"", ""atk"": 1226, ""card"": 849, ""dmg"": 170, ""ko"": 1, ""os"": 1}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 1, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 1225, ""card"": 849, ""dmg"": 250, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""opp"", ""atk"": 1226, ""card"": 849, ""dmg"": 170, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 12, ""by"": ""opp"", ""atk"": 1240, ""card"": 861, ""dmg"": 350, ""ko"": 1, ""os"": 0}]","{""0"": 35, ""1"": 1, ""2"": 1, ""4"": 3, ""5"": 1, ""7"": 11, ""13"": 4, ""15"": 3, ""16"": 4, ""21"": 7, ""22"": 3, ""37"": 2, ""40"": 4, ""41"": 1, ""43"": 3}",2026-08-12T03:55:36.328347900Z,92192672,7,7,7,0,True,12,595.459143,3,1,0,7|1152|1152|860|646|1097|860,1,0,0,5,4,1110,22,4,0,4,350,0,2,2,Mega Lopunny / Froslass,a7ee29914c1dce64,1008.8367,55431225,83,3,4,640,18,24,0,2,0,7,"[{""t"": 4, ""c"": 646, ""os"": true}, {""t"": 6, ""c"": 646, ""os"": true}, {""t"": 10, ""c"": 648, ""os"": false}, {""t"": 12, ""c"": 648, ""os"": false}]",2,220,0,0,2,994.3233,2,6,0,0,DONE|DONE,12,v20,True,False
"[{""t"": 2, ""by"": ""us"", ""atk"": 934, ""card"": 646, ""dmg"": 0, ""ko"": 0, ""os"": 0}, {""t"": 3, ""by"": ""opp"", ""atk"": 120, ""card"": 96, ""dmg"": 300, ""ko"": 1, ""os"": 1}, {""t"": 4, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""opp"", ""atk"": 120, ""card"": 96, ""dmg"": 360, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 260, ""ko"": 1, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 120, ""card"": 96, ""dmg"": 490, ""ko"": 1, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 120, ""card"": 96, ""dmg"": 150, ""ko"": 1, ""os"": 1}]","{""0"": 29, ""1"": 1, ""2"": 1, ""4"": 3, ""5"": 2, ""7"": 10, ""13"": 1, ""15"": 2, ""16"": 1, ""21"": 5, ""22"": 2, ""37"": 2, ""40"": 1, ""43"": 2}",2026-08-12T04:03:36.199586300Z,92194308,2,4,4,,False,9,595.7043519999996,2,1,0,1182|1079|646|1259|7|860|1219,1,0,1,4,6,1300,23,3,0,4,490,0,3,1,Ogerpon,927345d73c1a1614,1017.2827,55447041,62,3,4,470,22,28,0,2,1,4,"[{""t"": 3, ""c"": 646, ""os"": true}, {""t"": 5, ""c"": 648, ""os"": true}, {""t"": 7, ""c"": 648, ""os"": false}, {""t"": 9, ""c"": 104, ""os"": true}]",1,260,0,0,4,987.8504,2,4,1,1,DONE|DONE,9,v20,False,False
"[{""t"": 3, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 4, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 5, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 6, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 11, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}]","{""0"": 39, ""1"": 1, ""3"": 2, ""5"": 2, ""7"": 13, ""13"": 7, ""15"": 5, ""16"": 7, ""21"": 6, ""22"": 2, ""30"": 2, ""37"": 1, ""40"": 7, ""41"": 1, ""43"": 3}",2026-08-12T10:59:54.951348900Z,92292351,3,3,3,0,True,11,588.9188269999996,1,0,1,648|646|1086|1152|1227|1219|1080,1,0,0,3,4,630,23,4,1,1,210,0,0,5,Grimmsnarl (mirror),9714ab5c3996f6cc,,55456713,98,5,6,1050,18,55,0,0,0,9,"[{""t"": 8, ""c"": 112, ""os"": false}]",5,210,3,2,1,,1,6,0,0,DONE|DONE,11,v21,True,True
"[{""t"": 3, ""by"": ""opp"", ""atk"": 980, ""card"": 676, ""dmg"": 100, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""opp"", ""atk"": 980, ""card"": 676, ""dmg"": 90, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 1, ""os"": 1}, {""t"": 7, ""by"": ""opp"", ""atk"": 983, ""card"": 678, ""dmg"": 340, ""ko"": 1, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 982, ""card"": 678, ""dmg"": 170, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 220, ""ko"": 1, ""os"": 0}, {""t"": 11, ""by"": ""opp"", ""atk"": 978, ""card"": 674, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 51, ""1"": 1, ""2"": 1, ""3"": 1, ""4"": 4, ""5"": 1, ""7"": 19, ""13"": 11, ""15"": 3, ""16"": 11, ""21"": 5, ""22"": 2, ""40"": 11, ""43"": 2}",2026-08-12T11:03:43.338178200Z,92292487,6,6,6,,False,12,587.1617350000004,2,1,0,647|112|646|7|1152|1227|1097,1,1,0,5,3,910,10,3,0,4,340,0,2,1,Mega Lucario,d05bff224d40b9c6,663.2919,53765546,123,3,6,650,17,32,0,1,0,7,"[{""t"": 3, ""c"": 646, ""os"": true}, {""t"": 5, ""c"": 646, ""os"": true}, {""t"": 7, ""c"": 648, ""os"": false}, {""t"": 11, ""c"": 112, ""os"": false}]",4,220,0,1,1,600.0,3,6,0,1,DONE|DONE,12,v21,False,True
"[{""t"": 4, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 390, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 1}, {""t"": 11, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 12, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}]","{""0"": 40, ""1"": 1, ""2"": 1, ""3"": 3, ""4"": 1, ""7"": 17, ""13"": 5, ""15"": 5, ""16"": 5, ""21"": 5, ""22"": 2, ""30"": 3, ""37"": 1, ""40"": 5, ""43"": 2}",2026-08-12T11:03:43.426328800Z,92292529,4,4,4,,False,12,588.7584270000001,2,0,0,112|1259|1152|646|1219|1152|1152,1,0,0,4,4,1020,24,5,2,1,390,0,1,5,Grimmsnarl (mirror),ab6ce40f94feb450,510.0543,55456358,96,5,5,1050,19,26,0,0,0,10,"[{""t"": 5, ""c"": 112, ""os"": true}]",5,210,0,2,1,728.1644,1,6,0,1,DONE|DONE,12,v21,False,True
"[{""t"": 3, ""by"": ""opp"", ""atk"": 936, ""card"": 647, ""dmg"": 120, ""ko"": 1, ""os"": 1}, {""t"": 5, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 6, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 7, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 8, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 9, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 10, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 1}, {""t"": 11, ""by"": ""opp"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 0, ""os"": 0}, {""t"": 12, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 1, ""os"": 0}, {""t"": 14, ""by"": ""us"", ""atk"": 937, ""card"": 648, ""dmg"": 210, ""ko"": 2, ""os"": 1}]","{""0"": 47, ""1"": 1, ""3"": 1, ""4"": 2, ""5"": 1, ""7"": 17, ""13"": 9, ""15"": 5, ""16"": 9, ""21"": 5, ""22"": 2, ""27"": 1, ""30"": 2, ""37"": 1, ""40"": 9, ""43"": 2}",2026-08-12T11:03:43.478803800Z,92292554,6,6,6,,False,14,587.8762190000002,1,1,1,104|648|7|112|1219|1086|1097,0,0,0,5,4,960,19,3,3,2,210,0,2,4,Grimmsnarl (mirror),21c3f20980827cb2,674.1631,55456143,114,5,6,1050,14,30,0,0,0,13,"[{""t"": 3, ""c"": 112, ""os"": true}, {""t"": 5, ""c"": 647, ""os"": true}]",5,210,0,2,1,837.0484,2,7,0,1,DONE|DONE,14,v21,False,True
