cluster_id,representative_deck_hash,major_cards,core_line_candidates,team_count,submission_count,replay_count,decision_count_estimate,wins,losses,rank_min,rank_max,rank_distribution,deck_variant_count,mean_replacement_distance,ml_recommendation,teams
cluster_143,7bd249d9ab430b6d,1 9 25 122 235 1094 1119 1123 1152 1227 1120 1163 1097 1122,25 122 235 1094 1097 1119 1120 1122 1123 1152 1163 1182,1,1,1,45,1,0,38,38,38,1,0.0,single-teacher warning,ktDAMA
cluster_144,e3f88ee1efe5a52b,1 11 14 18 344 1122 1147 1219 1227 345 1182 1212 1225 1112,344 345 1112 1121 1122 1147 1182 1194 1212 1219 1225 1227,1,1,1,45,1,0,38,38,38,1,0.0,single-teacher warning,OSZ8
cluster_145,9b415cc6bbdf6fd5,11 14 18 344 1122 1147 1182 1219 1227 345 1 20 756 1086,344 345 756 1086 1121 1122 1147 1182 1194 1219 1225 1227,2,3,3,135,1,2,38,47,38 41 47,2,1.333,low,Atomu Naka | micchy
cluster_146,31c4b30c4f060c31,11 19 878 879 1086 1097 1152 1171 1227 1255 66 305 1182 304,66 304 305 878 879 1086 1097 1115 1122 1123 1152 1171,1,1,1,45,1,0,38,38,38,1,0.0,single-teacher warning,yomogi mochi
cluster_147,dbe17ef61cbf4aea,2 5 119 120 121 1086 1152 1227 1198 7 112 1079 1087 1097,112 119 120 121 1079 1086 1087 1097 1105 1121 1152 1177,1,1,1,45,0,1,38,38,38,1,0.0,single-teacher warning,Yuu K
cluster_148,9252ad31f44c9acc,3 721 722 723 1097 1121 1123 1205 1227 1235 1119 1145 1182 1158,721 722 723 1097 1119 1121 1123 1145 1182 1205 1227 1235,1,1,1,45,0,1,39,39,39,1,0.0,single-teacher warning,Steele Schauer
cluster_149,0b5829d73f5159fa,3 721 1030 1031 1086 1097 1145 1152 1205 1227 1235 1122 1158,721 1030 1031 1086 1097 1122 1145 1152 1205 1227 1235,1,1,1,45,0,1,40,40,40,1,0.0,single-teacher warning,Jason Chou
cluster_150,d63a66d660d7c664,1 1086 1121 1227 96 1079 1097 1182 149 150 346 347 708 709,96 149 150 346 347 708 709 710 1079 1086 1094 1097,1,1,1,45,0,1,40,40,40,1,0.0,single-teacher warning,Chonghao Peng
cluster_151,51f2c5740a96401f,3 5 105 1185 7 51 1086 1102 1184 107 332 800 1202 1220,51 105 107 332 800 1086 1102 1184 1185 1202 1220 1230,1,1,1,45,0,1,41,41,41,1,0.0,single-teacher warning,Pradyumna_Official
cluster_152,1d41a8fa722b55d6,6 20 341 379 380 1086 1152 1173 1182 1227 342 381 1142 1122,341 342 379 380 381 1086 1122 1141 1142 1152 1173 1182,3,3,3,135,1,2,41,49,41 42 49,1,0.0,medium,AmiciDelPo | Yam | 電気通信ポケモン大学
cluster_153,b81523b22d34bc7e,2 5 119 120 1079 1086 1152 1227 65 66 121 1198 131 133,65 66 119 120 121 131 133 1079 1086 1097 1121 1152,1,1,1,45,0,1,41,41,41,1,0.0,single-teacher warning,POKEDEMIA_ISSEI
cluster_154,adb79c369ced22b0,1 89 90 92 93 1086 1094 1152 1227 1245 1175 100 1097 1213,89 90 92 93 100 1086 1094 1097 1152 1175 1213 1227,1,1,1,45,0,1,42,42,42,1,0.0,single-teacher warning,niimi_kaggle
cluster_155,ae9b6cb9f1d69867,3 66 305 1086 1121 1152 1227 1229 860 1030 1122 1260 17 861,66 305 860 861 1030 1031 1086 1121 1122 1152 1182 1225,1,3,3,135,2,1,42,49,42 43 49,1,0.0,single-teacher warning,djschmit
cluster_156,867312c74a97de75,6 677 678 1121 1142 1203 1225 1227 1145 756 1097 1118 1123 1182,677 678 756 1097 1118 1121 1123 1142 1145 1182 1185 1203,1,1,1,45,0,1,43,43,43,1,0.0,single-teacher warning,Aurora wy
cluster_157,7379bd986b1d8470,1 96 1094 1121 1227 1261 1152 92 93 150 709 710 917 920,92 93 96 150 709 710 917 920 1071 1094 1097 1121,1,1,1,45,1,0,44,44,44,1,0.0,single-teacher warning,Jose Coronel
cluster_158,ec5c103989b84bb2,2 119 120 1079 1086 1121 1227 5 121 1198 131 133 1097 1152,119 120 121 131 133 1079 1086 1097 1121 1152 1182 1198,1,1,1,45,0,1,44,44,44,1,0.0,single-teacher warning,"Yuka,Ota"
cluster_159,cf594105551bda84,1 756 1086 1205 506 507 672 841 1224 1227 1235,506 507 672 756 841 1086 1205 1224 1227 1235,1,1,1,45,0,1,44,44,44,1,0.0,single-teacher warning,wartauk
cluster_160,33fd9aadfae1dead,6 333 1141 1142 1227 678 66 305 673 674 675 676 1086 1102,66 305 333 673 674 675 676 678 1086 1102 1141 1142,1,1,1,45,0,1,44,44,44,1,0.0,single-teacher warning,seven
cluster_161,d84387275d70bc27,6 677 678 1086 1121 1123 1188 1227 1097 1119 1182 1198 1158,677 678 1086 1097 1119 1121 1123 1182 1188 1198 1227,1,1,1,45,0,1,45,45,45,1,0.0,single-teacher warning,m09855
cluster_162,0c72ae2838453147,7 112 646 1152 1227 648 1079 1086 1097 1120 1182 1259 104 647,104 112 646 647 648 860 1079 1086 1097 1120 1152 1182,1,1,1,45,0,1,46,46,46,1,0.0,single-teacher warning,puraza
cluster_163,c989f7e24f6b5cb9,19 109 742 1086 1152 1231 1266 65 66 743 1079 1225 1081 1161,65 66 109 742 743 1079 1081 1086 1152 1161 1182 1225,1,1,1,45,0,1,46,46,46,1,0.0,single-teacher warning,BarrelAged
cluster_164,9d876b9b34d5490a,1 2 3 157 344 717 1086 1119 1152 1210 1227 158 345 934,157 158 344 345 717 934 1086 1119 1152 1210 1227,1,1,1,45,0,1,47,47,47,1,0.0,single-teacher warning,Aiagate
cluster_165,18e190e813e67262,6 1141 1142 1152 1227 305 333 678 1182 66 675 676 1086 1121,66 305 333 675 676 678 1086 1121 1141 1142 1152 1174,1,1,1,45,0,1,47,47,47,1,0.0,single-teacher warning,Challengestone
cluster_166,acbe52dd5e561d0c,3 17 666 1031 1086 1119 1122 1189 1227 1229 1260 1030 1121 1145,666 1030 1031 1086 1119 1121 1122 1145 1189 1213 1227 1229,1,1,1,45,0,1,47,47,47,1,0.0,single-teacher warning,Pokkén
cluster_167,80a839ca343cb328,11 14 16 18 112 344 1086 1122 1182 1219 1227 345 1120 1147,112 344 345 1086 1120 1122 1147 1152 1182 1219 1225 1227,1,1,1,45,0,1,48,48,48,1,0.0,single-teacher warning,v0m0v
cluster_168,6ff469502e437380,119 120 1086 1121 1152 1198 1227 2 5 121 1182 7 112 305,112 119 120 121 305 1071 1086 1097 1121 1152 1182 1198,1,1,1,45,1,0,48,48,48,1,0.0,single-teacher warning,Takuma Sakamoto
cluster_169,3dffc1b4aa314b75,3 722 723 1121 1102 1122 1123 721 1097 1168 1081 1086 1092 1116,721 722 723 1097 1102 1121 1122 1123 1168,1,1,1,45,0,1,48,48,48,1,0.0,single-teacher warning,Gabriele
cluster_170,919191202e77db61,3 7 1030 1121 1152 1182 1227 112 860 861 1031 1086 1225 1161,112 860 861 1030 1031 1086 1121 1152 1161 1182 1198 1225,1,1,1,45,0,1,50,50,50,1,0.0,single-teacher warning,Watta
